Age,KM,FuelType,FuelType2,HP,MetColor,Automatic,CC,Doors,Weight
68,194545,1,1,86,0,0,1300,4,1000
59,190900,0,0,72,1,0,2000,3,1115
62,183500,0,0,72,1,0,2000,5,1140
65,176184,0,0,72,1,0,2000,3,1115
67,174833,0,0,72,0,0,2000,4,1100
68,155720,1,1,86,1,0,1300,3,1015
67,155500,1,1,110,1,0,1600,5,1050
59,154783,0,0,72,1,0,2000,3,1120
64,154462,0,0,72,1,0,2000,5,1135
64,150585,1,1,110,1,0,1600,3,1065
67,149000,0,0,90,1,0,2000,5,1135
62,147636,0,0,72,0,0,2000,5,1135
59,144521,0,0,72,1,0,2000,5,1135
64,144000,0,1,110,1,0,1600,3,1065
65,140168,0,0,72,1,0,2000,3,1115
68,140000,1,1,110,1,0,1600,5,1085
60,139800,0,0,72,0,0,2000,3,1115
59,137050,0,1,110,1,0,1600,3,1078
61,136956,1,1,110,0,0,1600,3,1065
67,135337,0,1,110,1,0,1600,5,1120
64,133769,0,0,72,1,0,2000,3,1120
58,133405,0,0,72,1,0,2000,5,1135
65,132807,0,0,72,1,0,2000,5,1135
64,132393,0,0,72,0,0,2000,5,1135
60,130270,1,1,110,0,0,1600,3,1050
59,130000,0,0,72,1,0,2000,4,1135
67,127000,0,0,72,1,0,2000,5,1135
67,126800,0,0,72,0,0,2000,5,1135
66,126452,1,1,110,1,0,1600,5,1085
62,125175,0,0,116,0,0,2000,5,1150
68,125000,0,0,72,1,0,2000,3,1115
61,123000,0,0,72,0,0,2000,5,1135
59,121626,1,1,86,0,0,1300,5,1050
64,120400,1,1,110,0,0,1600,5,1090
66,120000,0,0,72,0,0,2000,4,1100
68,119541,1,1,110,0,0,1600,3,1055
68,119500,1,1,110,1,0,1600,5,1070
68,119289,1,1,110,1,0,1600,4,1035
57,118833,1,1,110,0,0,1600,3,1065
64,118000,0,0,72,1,0,2000,5,1150
68,117955,1,1,110,1,1,1600,4,1065
65,117609,1,1,86,0,0,1300,3,1015
68,117000,0,0,72,0,0,2000,3,1115
64,116000,1,1,86,0,0,1300,5,1045
58,115715,1,1,110,0,0,1600,5,1070
60,115191,0,1,110,1,0,1600,4,1079
68,115071,1,1,110,1,0,1600,3,1055
63,115000,0,1,110,0,0,1600,3,1109
64,114846,1,1,110,1,0,1600,5,1075
65,114383,0,0,90,0,0,2000,3,1260
59,113700,1,1,110,1,0,1600,5,1065
67,113118,1,1,86,1,0,1300,3,1020
59,112827,1,1,86,1,0,1300,5,1040
68,112116,1,1,110,1,0,1600,5,1070
66,112000,1,1,110,1,0,1600,3,1065
62,112000,0,0,72,0,0,2000,4,1135
65,111769,1,1,110,0,0,1600,3,1065
61,110853,1,1,110,1,0,1600,5,1070
68,110287,1,1,110,1,0,1600,3,1050
62,109547,1,1,110,0,0,1600,5,1075
63,109230,1,1,110,0,0,1600,3,1050
68,109150,1,1,110,0,0,1600,5,1075
67,108793,1,1,110,1,0,1600,4,1035
64,106784,1,1,110,0,1,1600,3,1050
58,105942,1,1,86,0,0,1300,5,1040
59,105000,1,1,86,1,0,1300,3,1015
62,105000,1,1,86,0,0,1300,5,1040
68,104299,1,1,110,1,0,1600,5,1085
67,104000,1,1,86,0,0,1300,3,1020
68,104000,1,1,86,1,0,1300,3,1015
58,103458,1,1,86,1,0,1300,3,1025
63,103400,1,1,110,1,0,1600,5,1075
63,102807,1,1,86,0,0,1300,5,1055
68,102494,1,1,110,0,0,1600,5,1090
57,102300,0,0,72,1,0,2000,5,1135
61,102106,1,1,110,0,0,1600,3,1050
68,101889,1,1,110,1,0,1600,5,1075
57,101791,0,0,72,0,0,2000,3,1115
63,101469,1,1,110,1,0,1600,3,1065
68,101001,1,1,110,0,0,1600,5,1075
61,100748,1,1,110,0,0,1600,5,1070
65,100550,1,1,110,1,0,1600,5,1075
67,99781,1,1,110,1,0,1600,5,1085
59,98658,1,1,86,1,0,1300,3,1020
65,98500,1,1,110,1,0,1600,5,1075
64,98291,1,1,86,0,0,1300,4,1000
61,97648,1,1,110,1,0,1600,3,1065
61,97425,1,1,110,1,0,1600,5,1075
65,97173,1,1,86,0,0,1300,3,1015
66,97046,1,1,86,1,0,1300,4,1000
67,96000,1,1,110,1,0,1600,3,1050
60,96000,0,0,72,0,0,2000,4,1100
67,95750,1,1,110,1,0,1600,5,1070
61,95147,1,1,110,1,0,1600,3,1050
68,95000,1,1,110,0,0,1600,3,1050
65,95000,1,1,110,1,0,1600,3,1050
66,94606,1,1,110,0,0,1600,3,1065
63,94504,1,1,86,1,0,1300,4,1000
65,93428,1,1,110,1,0,1600,5,1075
65,93408,1,1,86,0,0,1300,3,1015
68,93296,1,1,110,1,0,1600,5,1090
62,93098,1,1,110,1,0,1600,5,1075
67,92922,0,0,72,1,0,2000,4,1100
61,92498,1,1,110,1,0,1600,3,1050
65,92226,1,1,110,0,0,1600,3,1065
68,91505,0,0,72,0,0,2000,3,1115
64,91333,1,1,110,1,0,1600,3,1050
65,91246,1,1,86,1,0,1300,3,1015
58,91000,1,1,110,1,0,1600,5,1075
68,90727,1,1,110,0,0,1600,3,1050
62,90000,1,1,110,0,0,1600,3,1050
60,89576,1,1,110,0,0,1600,4,1035
64,89145,1,1,86,1,0,1300,3,1025
63,89000,1,1,110,1,0,1600,5,1085
68,88807,1,1,110,0,0,1600,3,1050
63,88685,1,1,110,0,0,1600,5,1070
62,88667,1,1,110,1,0,1600,4,1040
57,88480,1,1,110,1,0,1600,3,1050
61,88127,1,1,86,0,0,1300,3,1015
62,88000,1,1,86,0,0,1300,3,1020
65,87821,1,1,86,1,0,1300,3,1015
59,87654,1,1,86,1,1,1300,5,1065
59,86888,1,1,110,1,0,1600,3,1050
59,86871,1,1,86,1,0,1300,5,1040
68,86714,1,1,110,1,0,1600,4,1035
65,85889,1,1,110,0,0,1600,3,1065
62,85000,1,1,110,1,0,1600,3,1050
60,85000,1,1,86,1,0,1300,3,1025
68,84976,1,1,110,1,0,1600,4,1035
65,84558,1,1,110,1,0,1600,5,1120
62,84549,1,1,110,0,0,1600,5,1075
68,84482,1,1,110,1,0,1600,5,1075
62,83908,1,1,110,1,0,1600,5,1070
67,83560,1,1,86,0,0,1300,3,1015
68,83000,1,1,107,1,1,1600,5,1100
64,82723,1,1,86,0,0,1300,3,1015
62,82421,1,1,110,1,0,1600,3,1065
58,82254,1,1,110,0,0,1600,5,1050
61,82115,1,1,110,1,0,1600,3,1055
65,82000,1,1,86,1,0,1300,3,1015
68,81965,1,1,86,1,0,1300,5,1035
66,81250,1,1,110,0,0,1600,3,1050
65,81192,1,1,110,1,0,1600,3,1065
61,81170,1,1,110,1,0,1600,4,1040
66,81083,1,1,86,0,0,1300,3,1015
61,80714,1,1,110,1,0,1600,5,1075
57,80470,1,1,110,0,0,1600,5,1085
65,80439,1,1,110,1,0,1600,4,1035
59,80430,1,1,110,1,0,1600,3,1065
68,80426,1,1,110,1,0,1600,3,1055
62,80265,1,1,86,0,0,1300,3,1015
65,80153,1,1,110,0,0,1600,5,1070
68,80121,1,1,110,0,0,1600,5,1070
65,80086,1,1,110,1,0,1600,4,1035
62,80000,1,1,110,0,0,1600,5,1075
60,80000,1,1,86,0,0,1300,5,1015
65,80000,1,1,86,1,0,1300,2,1015
67,79858,1,1,110,1,0,1600,4,1040
67,79762,1,1,86,1,0,1300,3,1015
59,79660,1,1,86,0,1,1300,5,1065
60,79150,1,1,110,1,0,1600,5,1075
61,79000,1,1,110,1,0,1600,3,1050
57,78955,1,1,86,1,0,1300,5,1045
59,78750,0,0,90,1,0,1975,5,1155
68,78521,1,1,86,0,0,1300,3,1015
64,78356,1,1,86,1,0,1300,3,1015
65,78076,1,1,86,1,0,1300,3,1015
61,78063,1,1,107,1,1,1600,5,1100
67,77821,1,1,110,1,0,1600,5,1075
68,77695,1,1,110,1,0,1600,4,1035
65,77500,1,1,110,1,0,1600,3,1050
63,77457,1,1,110,1,0,1600,3,1055
68,77029,1,1,86,1,0,1300,3,1015
68,77008,1,1,86,1,0,1300,3,1015
66,76791,1,1,110,1,0,1600,5,1070
61,76700,1,1,86,1,0,1300,5,1035
67,76569,1,1,86,1,0,1300,3,1020
59,76162,1,1,110,1,0,1600,5,1075
65,76155,1,1,110,1,0,1600,4,1035
61,75609,1,1,86,1,0,1300,3,1015
62,75569,0,0,72,1,0,2000,3,1120
67,75429,1,1,110,1,0,1600,3,1065
68,75000,1,1,110,1,0,1600,5,1075
65,75000,1,1,86,0,0,1300,3,1015
62,75000,1,1,110,1,0,1600,5,1070
66,74963,1,1,107,0,1,1600,3,1085
68,74889,1,1,86,1,0,1300,3,1015
68,74875,1,1,110,0,0,1600,5,1070
63,74747,1,1,110,1,0,1600,5,1075
60,74720,1,1,110,1,0,1600,5,1085
62,74457,1,1,110,0,0,1600,5,1075
60,74337,1,1,86,0,0,1300,5,1035
68,74308,1,1,110,0,0,1600,3,1050
64,74193,1,1,110,0,0,1600,3,1050
65,74179,1,1,110,1,0,1600,3,1050
67,73936,1,1,86,1,0,1300,5,1050
61,73894,1,1,110,1,0,1600,3,1065
64,73500,1,1,110,1,0,1600,3,1050
64,73376,1,1,110,0,0,1600,5,1070
64,73300,1,1,86,1,0,1300,3,1015
58,73172,1,1,110,1,0,1600,5,1075
58,72928,1,1,110,1,0,1600,5,1075
67,72880,1,1,86,1,0,1332,3,1015
63,72522,1,1,110,1,0,1600,3,1050
64,72000,1,1,86,1,0,1300,3,1015
57,72000,1,1,86,0,0,1300,3,1015
59,71366,1,1,110,0,0,1600,3,1065
65,71317,1,1,110,0,0,1600,3,1050
62,71000,1,1,110,0,0,1600,5,1070
60,70954,1,1,110,0,0,1600,3,1050
63,70908,1,1,86,0,0,1300,5,1035
58,70560,1,1,110,1,0,1600,3,1050
67,70552,1,1,110,0,0,1600,5,1075
62,70500,1,1,110,1,0,1600,5,1035
60,70453,0,0,72,0,0,2000,5,1135
59,70218,1,1,110,1,0,1600,3,1050
64,70116,1,1,110,1,0,1600,4,1035
65,70068,1,1,110,1,0,1600,5,1075
67,70000,1,1,107,1,1,1587,3,1065
68,70000,1,1,86,1,0,1300,3,1015
68,69103,1,1,110,0,0,1600,4,1035
58,69022,1,1,86,1,0,1300,5,1035
67,69000,1,1,110,1,0,1600,3,1065
68,68865,1,1,110,1,0,1600,3,1065
58,68723,1,1,86,0,0,1300,3,1025
63,68453,1,1,110,1,0,1600,5,1070
63,68238,1,1,86,0,0,1300,5,1050
63,68153,1,1,110,1,0,1600,5,1085
65,68000,1,1,110,0,0,1600,5,1075
65,68000,1,1,86,1,0,1300,3,1015
67,67762,1,1,110,1,0,1600,3,1065
68,67146,1,1,110,1,0,1600,5,1075
67,67110,1,1,86,1,0,1300,5,1035
59,67010,1,1,110,1,0,1600,3,1065
65,67003,1,1,110,1,0,1600,4,1035
68,66785,1,1,86,0,1,1300,3,1045
68,66550,1,1,86,0,0,1332,3,1010
61,66259,1,1,110,1,0,1600,3,1065
62,66082,1,1,110,0,0,1600,5,1070
65,66000,1,1,86,1,0,1300,3,1015
61,66000,1,1,110,0,0,1600,3,1050
63,65896,1,1,110,1,0,1600,3,1065
67,65785,1,1,110,1,0,1600,5,1075
65,65513,1,1,110,1,1,1600,4,1070
59,65463,1,1,110,1,0,1600,5,1070
68,65400,1,1,86,1,0,1300,4,1000
60,65259,1,1,110,1,0,1600,3,1050
64,65000,1,1,110,1,0,1600,3,1050
68,65000,1,1,110,0,0,1600,5,1070
57,65000,1,1,110,0,0,1600,4,1035
62,64966,1,1,86,0,0,1300,3,1020
68,64950,1,1,110,1,0,1600,5,1075
60,64914,1,1,110,1,0,1600,5,1070
62,64797,1,1,110,1,0,1600,5,1075
65,64772,1,1,110,1,0,1600,3,1050
63,64690,1,1,86,0,0,1300,3,1020
65,64630,1,1,110,0,0,1600,5,1070
67,64613,1,1,110,1,0,1600,5,1085
60,64383,1,1,86,0,0,1300,3,1015
68,64000,1,1,110,0,0,1600,5,1075
66,63881,1,1,86,0,0,1300,3,1015
58,63870,0,0,72,0,0,2000,5,1135
66,63328,1,1,86,0,1,1300,5,1065
65,63000,1,1,86,1,1,1300,5,1065
61,63000,1,1,86,0,1,1300,3,1050
65,62396,1,1,110,0,0,1600,3,1050
62,62377,1,1,110,1,0,1600,5,1075
67,62316,1,1,110,1,0,1600,3,1050
68,62292,1,1,110,1,0,1600,3,1065
65,62225,1,1,110,1,0,1600,3,1050
68,62222,1,1,110,0,0,1600,5,1075
66,62135,1,1,86,1,0,1300,5,1035
58,62024,1,1,110,1,0,1600,5,1075
60,61977,1,1,86,1,0,1300,3,1015
62,61930,1,1,110,1,0,1600,4,1035
57,61682,1,1,110,0,0,1600,3,1050
68,61568,1,1,110,1,0,1600,4,1035
68,61504,1,1,110,1,0,1600,4,1035
65,61384,1,1,110,1,0,1600,3,1050
58,61343,1,1,110,1,0,1600,5,1075
62,61254,1,1,110,0,0,1600,5,1075
59,61166,1,1,110,1,0,1600,3,1050
62,61149,1,1,86,1,0,1300,5,1040
61,61144,1,1,110,1,0,1600,5,1090
59,61127,1,1,110,1,0,1600,3,1050
60,61100,1,1,86,1,0,1300,3,1015
68,61100,1,1,110,1,0,1600,5,1075
57,61000,1,1,110,1,0,1600,3,1050
65,60724,1,1,86,1,0,1300,3,1015
59,60708,1,1,86,1,0,1300,5,1045
61,60532,1,1,110,1,0,1600,3,1050
67,60000,1,1,86,0,1,1300,4,1030
66,60000,1,1,86,1,0,1300,3,1015
65,60000,1,1,86,1,0,1300,3,1015
62,59295,1,1,86,0,0,1300,5,1035
65,59264,1,1,86,0,0,1300,3,1015
63,59000,1,1,110,0,0,1600,3,1050
63,59000,1,1,86,1,0,1300,5,1035
65,59000,1,1,110,0,0,1600,5,1075
61,59000,1,1,110,1,0,1600,5,1070
65,59000,1,1,110,0,0,1600,3,1050
68,58860,1,1,110,1,0,1600,3,1055
65,58829,1,1,110,0,0,1600,3,1050
66,58654,1,1,110,1,0,1600,5,1070
65,58300,1,1,86,1,0,1300,3,1015
60,58269,1,1,110,1,0,1600,3,1050
64,58136,1,1,110,1,0,1600,5,1075
66,58113,1,1,107,1,1,1600,3,1085
67,58058,1,1,110,1,0,1600,3,1065
58,58000,1,1,110,1,0,1600,3,1050
62,58000,1,1,110,1,0,1600,3,1065
68,57565,1,1,86,1,0,1300,5,1035
63,57413,1,1,107,0,1,1600,5,1115
65,57374,1,1,110,1,0,1600,5,1075
62,57179,1,1,110,1,0,1600,5,1075
61,57169,1,1,110,1,0,1600,3,1065
63,57124,1,1,110,1,0,1600,3,1065
63,57000,1,1,110,1,0,1600,3,1050
67,57000,1,1,110,0,0,1600,3,1050
63,57000,1,1,86,1,0,1300,5,1035
59,56259,1,1,86,0,0,1300,3,1015
62,56209,1,1,107,1,1,1600,3,1080
67,56074,1,1,86,0,0,1300,4,1000
63,55942,1,1,110,1,0,1600,5,1070
57,55844,1,1,86,1,0,1300,5,1045
61,55747,1,1,86,0,0,1300,3,1020
58,55478,1,1,86,0,0,1300,5,1045
60,55085,1,1,107,0,1,1600,5,1105
65,55061,1,1,110,1,0,1600,5,1070
65,55000,1,1,86,1,0,1300,3,1015
57,55000,1,1,110,0,0,1600,5,1075
63,54936,1,1,110,1,0,1600,5,1075
68,54875,1,1,110,1,0,1600,5,1070
67,54847,1,1,110,0,0,1600,3,1050
60,54554,1,1,110,1,0,1600,3,1065
61,54125,1,1,110,1,0,1600,5,1035
61,54000,1,1,110,1,0,1600,3,1055
57,54000,1,1,110,1,0,1600,5,1075
58,54000,1,1,86,0,0,1300,5,1035
57,54000,1,1,110,1,0,1600,3,1135
62,53285,1,1,110,1,0,1600,5,1075
65,53053,1,1,110,1,0,1600,5,1075
68,53000,1,1,110,1,1,1587,3,1075
68,53000,1,1,86,0,0,1300,3,1015
64,52968,1,1,110,1,0,1600,3,1050
67,52800,1,1,86,1,0,1300,3,1015
57,52548,1,1,110,0,0,1600,3,1050
60,52487,1,1,110,1,0,1600,4,1035
66,52383,1,1,86,0,0,1300,3,1015
61,52112,1,1,110,1,0,1600,4,1035
58,51712,1,1,110,0,0,1600,3,1050
58,51421,1,1,110,0,1,1600,5,1105
61,51235,1,1,86,1,0,1300,4,1000
65,51000,1,1,86,1,0,1300,3,1015
61,50925,1,1,110,1,0,1600,5,1070
66,50806,1,1,86,0,0,1300,3,1480
59,50469,1,1,110,1,0,1600,5,1070
61,50173,1,1,110,1,0,1600,5,1075
62,50000,1,1,110,1,0,1600,5,1075
65,49942,1,1,110,0,0,1600,3,1065
67,49585,1,1,110,0,0,1600,5,1085
62,49258,1,1,110,1,0,1600,4,1035
61,49000,1,1,110,0,0,1600,3,1050
63,48738,1,1,110,0,0,1600,5,1055
62,47750,1,1,86,1,0,1300,5,1040
63,47612,1,1,86,0,0,1300,3,1015
68,47500,1,1,86,1,0,1300,5,1035
66,47237,1,1,110,0,0,1600,3,1050
58,47171,1,1,86,1,0,1300,3,1015
60,47060,1,1,110,0,0,1600,4,1035
65,47014,1,1,86,1,0,1300,3,1015
59,46929,1,1,86,1,0,1300,3,1025
63,46000,1,1,86,0,0,1300,5,1035
65,45681,1,1,110,0,0,1600,3,1050
65,45549,1,1,86,1,0,1300,3,1015
57,45000,1,1,110,1,0,1600,5,1050
57,45000,1,1,110,1,0,1600,3,1050
65,45000,1,1,110,0,0,1600,5,1075
66,45000,1,1,86,1,0,1300,5,1035
63,45000,1,1,110,1,0,1600,4,1035
61,45000,1,1,107,0,1,1600,3,1085
63,44944,1,1,110,1,0,1600,4,1035
61,44597,1,1,86,0,0,1300,3,1015
68,44458,1,1,86,0,0,1300,3,1015
59,43818,1,1,110,0,0,1600,5,1070
60,43426,1,1,110,1,0,1600,5,1070
58,43000,0,1,110,1,1,1600,4,1114
68,43000,1,1,110,1,0,1600,5,1035
57,43000,1,1,110,0,0,1600,5,1075
64,43000,1,1,86,0,0,1300,3,1015
68,42750,1,1,110,1,0,1600,3,1050
67,42102,1,1,110,1,0,1600,5,1075
63,41586,1,1,110,1,0,1600,5,1114
64,41200,1,1,110,0,0,1600,5,1070
57,40214,1,1,86,0,0,1300,3,1025
60,40000,1,1,86,1,0,1300,4,1000
66,39222,1,1,86,1,1,1300,3,1045
66,39144,1,1,110,1,0,1600,3,1050
62,39000,1,1,110,1,0,1600,5,1075
61,38019,1,1,110,1,0,1600,5,1070
68,37759,1,1,110,1,0,1600,5,1070
61,37500,1,1,110,0,0,1600,5,1085
60,37111,1,1,110,1,0,1600,3,1050
62,37000,1,1,86,0,0,1300,3,1015
59,36954,1,1,110,1,0,1600,3,1050
60,36943,1,1,110,0,0,1600,5,1070
63,36923,1,1,86,0,0,1300,5,1050
66,36658,1,1,110,0,0,1600,3,1050
65,36000,1,1,86,1,0,1300,3,1015
65,36000,1,1,110,1,0,1600,3,1065
62,35512,1,1,110,1,0,1600,3,1065
65,35283,1,1,86,1,0,1300,3,1015
68,35000,1,1,110,1,0,1600,3,1050
57,35000,1,1,86,1,0,1300,5,1045
64,34114,1,1,110,0,0,1600,3,1050
58,34000,1,1,110,0,0,1600,5,1075
68,33847,1,1,86,1,0,1300,4,1000
57,33535,1,1,110,0,0,1600,4,1035
65,33000,1,1,110,0,0,1600,3,1050
59,32150,1,1,110,1,0,1600,5,1085
65,31588,1,1,86,1,0,1300,3,1015
60,31480,1,1,110,1,0,1600,3,1065
57,31307,1,1,110,1,0,1600,5,1070
68,31000,1,1,110,1,0,1600,4,1035
58,30634,1,1,110,1,0,1600,5,1075
68,30300,1,1,86,1,0,1300,4,1000
60,28500,1,1,86,1,1,1300,3,1045
60,28500,1,1,110,0,0,1600,5,1075
57,28000,1,1,86,0,0,1300,3,1015
68,26698,1,1,110,0,0,1600,3,1055
62,26000,1,1,107,0,1,1600,3,1085
62,25505,1,1,86,1,0,1300,5,1035
58,25000,1,1,110,1,0,1600,5,1075
66,22835,1,1,110,1,0,1600,3,1050
59,22705,1,1,110,1,0,1600,5,1075
63,22178,1,1,86,1,0,1300,3,1015
62,17345,1,1,110,1,0,1600,3,1050
67,15535,1,1,86,1,1,1300,4,1030
66,15110,1,1,86,0,0,1300,5,1035
73,232940,0,0,72,0,0,2000,5,1172
79,218118,0,0,72,0,0,2000,5,1150
78,217764,0,0,72,1,0,2000,5,1135
79,207114,0,1,110,1,0,1600,5,1114
74,203254,0,0,72,1,0,2000,3,1135
77,200732,0,0,72,1,0,2000,4,1100
69,197501,0,0,72,0,0,2000,5,1135
80,194765,0,0,72,0,0,2000,3,1120
76,191620,0,0,72,0,0,2000,5,1150
76,183277,0,0,72,0,0,2000,3,1115
78,180378,0,0,72,1,0,2000,4,1100
70,178800,0,0,72,0,0,2000,3,1115
73,176177,1,1,110,1,0,1600,5,1075
78,176000,1,1,86,0,0,1300,5,1035
77,172980,0,0,72,1,0,2000,5,1135
77,170000,0,0,72,0,0,2000,4,1100
71,164000,1,1,110,1,0,1600,3,1050
78,161775,1,1,86,1,0,1300,3,1015
80,160000,1,1,86,0,0,1300,3,1015
78,159968,0,0,72,0,0,2000,3,1115
74,159908,1,1,110,0,0,1600,3,1050
73,158492,1,1,86,0,0,1300,3,1015
69,156204,0,0,72,1,0,2000,3,1115
73,156169,1,1,86,1,0,1300,5,1035
78,155210,1,1,110,0,0,1600,3,1050
69,155000,0,0,72,0,0,2000,3,1115
76,154900,0,0,72,1,0,2000,5,1140
70,151300,0,0,72,1,0,2000,5,1150
71,151000,0,1,110,1,0,1600,5,1094
75,150000,0,0,72,1,0,2000,3,1135
69,146304,0,0,72,1,0,2000,3,1115
75,146197,1,1,86,0,0,1300,3,1015
77,145996,1,1,110,0,0,1600,4,1035
80,143560,1,1,86,1,1,1300,3,1045
71,139145,0,0,73,0,0,2000,2,1115
79,138500,1,1,86,0,0,1300,5,1050
74,137741,0,0,90,1,0,2000,5,1135
80,137178,0,0,90,1,0,2000,5,1135
76,134889,0,0,72,1,0,2000,3,1115
71,134660,0,0,72,0,0,2000,5,1135
73,134539,1,1,110,0,0,1600,5,1070
79,131500,0,0,72,0,0,2000,5,1140
77,131307,1,1,110,1,0,1600,3,1050
74,130025,1,1,110,1,0,1600,3,1050
78,130000,1,1,86,0,0,1300,5,1015
77,128960,1,1,110,1,0,1600,5,1070
80,128351,1,1,110,1,0,1600,5,1070
73,128006,1,1,110,1,0,1600,3,1050
71,127159,0,0,72,1,0,2000,3,1115
72,126478,1,1,110,1,0,1600,4,1035
77,126000,1,1,110,1,0,1600,5,1050
76,125778,1,1,110,0,0,1600,3,1050
75,125400,1,1,110,0,0,1600,3,1050
74,124910,0,0,72,0,0,2000,5,1135
70,124743,1,1,110,1,0,1600,3,1050
76,124591,1,1,110,1,0,1600,5,1075
74,124057,1,1,110,1,0,1600,3,1050
72,123403,1,1,110,1,0,1600,3,1050
75,123104,1,1,110,1,0,1600,5,1070
74,123077,1,1,86,1,0,1300,3,1015
80,122820,1,1,86,0,0,1300,5,1040
77,122290,1,1,110,0,0,1600,3,1050
74,121900,1,1,110,1,0,1600,4,1035
77,121545,1,1,110,1,0,1600,5,1070
71,120474,0,0,72,1,0,2000,3,1115
76,120263,0,0,72,1,0,2000,5,1135
74,120196,1,1,110,1,0,1600,3,1050
71,120000,1,1,110,0,0,1600,5,1085
78,120000,1,1,110,0,0,1600,5,1075
73,115877,1,1,110,0,0,1600,4,1035
76,115345,1,1,110,1,0,1600,5,1070
71,115157,1,1,110,1,0,1600,3,1050
78,115000,1,1,107,1,1,1600,5,1100
77,114258,1,1,86,1,0,1300,5,1050
73,112963,0,0,72,1,0,2000,5,1135
74,112307,1,1,110,1,0,1600,5,1070
72,112000,1,1,86,1,0,1300,3,1015
73,111602,1,1,86,1,0,1300,3,1015
80,111392,0,1,110,0,0,1598,3,1083
76,110901,1,1,110,1,0,1600,5,1085
80,110887,1,1,110,1,0,1600,3,1055
72,110634,1,1,86,1,0,1300,3,1015
80,110000,1,1,110,1,0,1600,4,1035
75,109540,1,1,110,0,0,1600,5,1085
78,109263,1,1,110,0,0,1600,5,1070
71,107516,1,1,110,1,0,1600,3,1050
73,107108,1,1,110,1,0,1600,3,1050
75,107000,1,1,110,1,0,1600,3,1050
74,106250,1,1,110,0,0,1600,5,1070
71,106150,1,1,86,0,0,1300,3,1015
72,106108,1,1,110,1,0,1600,3,1050
72,105856,1,1,86,0,0,1300,3,1015
77,105152,1,1,86,0,0,1300,3,1015
80,105135,1,1,110,1,0,1600,3,1050
76,104344,1,1,110,1,0,1600,3,1050
74,104150,1,1,110,1,0,1600,3,1050
74,104000,1,1,86,1,0,1300,3,1010
73,103121,1,1,86,1,0,1300,5,1035
80,102300,1,1,86,1,0,1300,3,1015
75,102005,1,1,107,1,1,1600,5,1105
77,102000,1,1,86,1,0,1300,3,1015
75,101855,1,1,110,1,0,1600,5,1070
74,101773,1,1,110,0,0,1600,3,1050
75,101159,1,1,110,1,0,1600,5,1085
74,101000,1,1,86,0,0,1300,3,1015
74,100732,1,1,86,1,1,1300,4,1030
79,100719,1,1,110,0,0,1600,5,1070
78,100487,1,1,110,0,0,1600,4,1035
80,100458,1,1,110,0,0,1600,5,1085
75,100192,1,1,110,1,0,1600,3,1050
80,100123,1,1,110,1,0,1600,3,1050
73,99971,1,1,110,1,0,1600,3,1050
79,99397,1,1,86,0,0,1300,5,1035
69,99374,1,1,86,1,0,1300,5,1035
72,99245,1,1,110,1,0,1600,5,1114
79,98742,1,1,110,0,0,1600,5,1085
71,98154,1,1,110,1,0,1600,3,1050
77,98000,1,1,110,1,0,1600,5,1065
80,97548,1,1,86,0,0,1300,5,1035
78,97534,1,1,110,1,0,1600,5,1070
73,97494,1,1,110,1,0,1600,5,1085
73,97085,1,1,110,1,0,1600,5,1085
69,97000,1,1,110,0,0,1600,4,1035
74,96302,1,1,86,1,0,1300,3,1015
78,96000,1,1,86,1,0,1300,3,1015
74,96000,1,1,110,1,0,1600,5,1085
78,95909,1,1,110,1,0,1600,5,1070
79,95700,1,1,110,0,0,1600,5,1085
78,95651,1,1,110,1,0,1600,5,1070
79,95000,1,1,86,1,0,1300,5,1035
80,94447,1,1,110,0,0,1600,3,1050
80,94079,1,1,110,1,0,1600,5,1085
80,93841,1,1,110,0,0,1600,5,1070
79,93090,1,1,86,1,0,1300,5,1035
72,93066,1,1,110,1,0,1600,5,1075
79,93039,1,1,110,1,0,1600,3,1050
77,93000,1,1,110,1,0,1600,5,1075
80,92830,1,1,86,1,0,1300,3,1015
80,92255,1,1,107,0,1,1600,5,1105
80,92096,1,1,86,1,0,1300,5,1035
72,91921,1,1,86,1,0,1300,3,1020
70,91900,1,1,86,1,0,1300,3,1015
78,91399,1,1,110,1,0,1600,5,1070
75,91082,1,1,110,1,0,1600,3,1050
71,90370,1,1,86,1,0,1300,5,1035
78,90345,1,1,86,1,0,1300,5,1035
77,90305,1,1,86,1,0,1300,3,1015
78,90011,1,1,86,0,1,1300,3,1045
77,90000,1,1,86,1,0,1300,3,1015
70,89983,1,1,110,0,0,1600,3,1055
78,89953,1,1,110,0,0,1600,5,1114
74,89800,0,0,72,1,0,2000,3,1115
79,89739,1,1,86,1,0,1300,5,1035
76,89520,1,1,110,1,0,1600,3,1050
75,89507,1,1,86,0,0,1300,3,1015
69,89096,1,1,110,1,0,1600,5,1085
74,88700,1,1,110,1,0,1600,3,1050
72,88500,1,1,110,1,0,1600,5,1075
73,88186,0,0,72,1,0,2000,3,1115
75,88000,1,1,110,1,0,1600,3,1050
78,87743,1,1,110,0,0,1600,3,1055
75,87613,1,1,86,0,0,1300,3,1015
73,87358,1,1,110,1,0,1600,3,1050
72,87083,1,1,110,0,0,1600,4,1035
70,87000,1,1,110,1,0,1600,4,1035
78,87000,1,1,110,1,0,1600,4,1035
73,87000,1,1,86,1,0,1300,3,1015
